date,T8,T9,T10,T11,source_file
2025-08-15 20:01:34.141,22.512,22.582,22.737,22.596,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:35.141,22.507,22.578,22.731,22.591,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:36.141,22.503,22.574,22.726,22.586,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:37.142,22.499,22.569,22.72,22.582,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:38.143,22.495,22.566,22.714,22.578,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:39.143,22.492,22.564,22.709,22.575,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:40.144,22.488,22.561,22.703,22.569,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:41.144,22.484,22.557,22.698,22.565,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:42.145,22.48,22.554,22.693,22.562,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:43.145,22.476,22.55,22.688,22.558,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:44.145,22.472,22.546,22.682,22.554,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:45.146,22.467,22.542,22.676,22.549,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:46.146,22.464,22.538,22.673,22.545,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:47.147,22.46,22.535,22.668,22.541,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:48.147,22.456,22.532,22.661,22.538,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:49.147,22.452,22.527,22.655,22.534,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:50.148,22.448,22.522,22.651,22.529,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:51.148,22.444,22.518,22.647,22.524,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:52.149,22.439,22.514,22.644,22.52,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:53.149,22.434,22.51,22.64,22.517,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:54.149,22.43,22.507,22.635,22.512,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:55.149,22.425,22.502,22.63,22.507,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:56.150,22.422,22.498,22.625,22.503,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:57.150,22.418,22.494,22.62,22.499,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:58.151,22.414,22.49,22.616,22.494,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:01:59.151,22.408,22.484,22.612,22.489,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:00.152,22.404,22.48,22.608,22.485,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:01.152,22.4,22.477,22.607,22.482,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:02.153,22.395,22.472,22.605,22.477,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:03.153,22.391,22.468,22.603,22.473,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:04.154,22.389,22.465,22.6,22.469,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:05.154,22.385,22.461,22.597,22.465,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:06.155,22.382,22.457,22.593,22.462,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:07.155,22.38,22.453,22.59,22.459,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:08.156,22.377,22.45,22.587,22.456,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:09.156,22.373,22.447,22.584,22.454,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:10.157,22.371,22.444,22.582,22.451,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:11.157,22.368,22.441,22.58,22.448,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:12.158,22.365,22.438,22.577,22.446,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:13.158,22.363,22.434,22.574,22.442,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:14.159,22.36,22.43,22.571,22.44,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:15.159,22.357,22.427,22.568,22.437,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:16.159,22.354,22.425,22.565,22.434,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:17.160,22.351,22.421,22.562,22.431,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:18.160,22.346,22.417,22.559,22.427,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:19.161,22.343,22.414,22.556,22.423,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:20.161,22.338,22.41,22.552,22.42,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:21.161,22.333,22.406,22.547,22.417,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:22.162,22.329,22.401,22.544,22.414,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:23.163,22.324,22.396,22.539,22.409,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:24.163,22.318,22.391,22.534,22.406,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:25.164,22.312,22.387,22.53,22.401,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:26.164,22.308,22.382,22.526,22.396,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:27.164,22.304,22.377,22.523,22.392,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:28.165,22.299,22.373,22.519,22.388,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:29.165,22.295,22.369,22.515,22.384,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:30.166,22.289,22.364,22.51,22.378,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:31.166,22.284,22.357,22.506,22.373,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:32.166,22.279,22.351,22.502,22.369,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:33.167,22.275,22.346,22.498,22.364,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:34.167,22.27,22.341,22.494,22.359,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:35.167,22.264,22.335,22.489,22.354,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:36.168,22.256,22.328,22.485,22.349,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:37.168,22.251,22.322,22.482,22.344,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:38.168,22.245,22.317,22.477,22.338,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:39.169,22.238,22.311,22.471,22.333,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:40.169,22.232,22.305,22.465,22.327,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:41.170,22.227,22.3,22.46,22.321,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:42.170,22.222,22.297,22.456,22.316,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:43.171,22.218,22.292,22.45,22.31,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:44.172,22.214,22.288,22.445,22.305,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:45.172,22.21,22.284,22.44,22.301,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:46.173,22.205,22.28,22.433,22.296,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:47.173,22.202,22.276,22.429,22.291,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:48.173,22.199,22.27,22.425,22.287,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:49.174,22.194,22.263,22.421,22.282,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:50.174,22.186,22.257,22.417,22.278,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:51.175,22.179,22.249,22.413,22.273,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:52.175,22.172,22.243,22.409,22.266,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:53.176,22.166,22.237,22.403,22.26,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:54.176,22.162,22.233,22.398,22.255,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:55.177,22.157,22.229,22.394,22.25,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:56.177,22.154,22.227,22.39,22.245,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:57.177,22.149,22.223,22.385,22.241,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:58.178,22.144,22.217,22.382,22.236,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:02:59.178,22.14,22.211,22.379,22.231,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:00.179,22.134,22.205,22.374,22.227,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:01.179,22.13,22.201,22.369,22.222,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:02.180,22.126,22.197,22.364,22.217,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:03.180,22.122,22.193,22.358,22.211,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:04.181,22.118,22.188,22.353,22.207,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:05.181,22.113,22.183,22.349,22.202,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:06.182,22.109,22.179,22.344,22.199,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:07.182,22.104,22.174,22.339,22.194,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:08.183,22.098,22.169,22.334,22.19,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:09.183,22.092,22.163,22.329,22.185,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:10.184,22.086,22.158,22.324,22.179,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:11.184,22.08,22.153,22.319,22.174,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:12.185,22.076,22.15,22.312,22.169,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:13.185,22.073,22.146,22.306,22.163,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:14.186,22.069,22.141,22.3,22.158,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:15.186,22.065,22.136,22.295,22.152,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:16.186,22.061,22.132,22.291,22.148,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:17.187,22.057,22.13,22.287,22.144,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:18.187,22.055,22.126,22.282,22.139,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:19.188,22.051,22.123,22.279,22.135,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:20.188,22.047,22.119,22.274,22.132,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:21.188,22.043,22.117,22.269,22.129,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:22.189,22.04,22.113,22.265,22.125,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:23.189,22.036,22.108,22.26,22.121,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:24.190,22.033,22.105,22.257,22.117,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:25.191,22.031,22.1,22.254,22.113,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:26.191,22.026,22.095,22.25,22.108,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:27.192,22.021,22.089,22.246,22.104,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:28.192,22.014,22.081,22.244,22.1,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:29.192,22.006,22.076,22.239,22.094,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:30.193,21.998,22.07,22.235,22.089,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:31.194,21.991,22.063,22.23,22.085,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:32.194,21.986,22.058,22.225,22.079,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:33.194,21.981,22.054,22.219,22.074,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:34.194,21.977,22.05,22.214,22.07,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:35.194,21.972,22.047,22.209,22.064,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:36.194,21.967,22.042,22.205,22.059,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:37.194,21.962,22.037,22.199,22.054,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:38.195,21.958,22.032,22.194,22.049,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:39.196,21.955,22.028,22.19,22.043,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:40.196,21.952,22.024,22.185,22.038,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:41.196,21.947,22.019,22.179,22.035,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:42.197,21.942,22.015,22.174,22.03,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:43.197,21.938,22.012,22.17,22.026,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:44.198,21.933,22.007,22.166,22.022,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:45.198,21.927,22.002,22.161,22.017,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:46.199,21.923,21.997,22.156,22.012,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:47.199,21.92,21.994,22.152,22.008,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:48.200,21.917,21.991,22.148,22.005,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:49.201,21.915,21.987,22.144,22.0,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:50.201,21.911,21.983,22.141,21.998,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:51.201,21.907,21.978,22.135,21.994,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:52.201,21.902,21.974,22.132,21.989,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:53.202,21.898,21.969,22.13,21.985,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:54.203,21.894,21.965,22.126,21.981,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:55.204,21.89,21.962,22.121,21.977,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:56.204,21.886,21.956,22.117,21.973,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:57.205,21.883,21.953,22.111,21.97,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:58.205,21.879,21.949,22.107,21.966,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:03:59.206,21.874,21.944,22.103,21.962,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:00.206,21.87,21.939,22.097,21.957,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:01.206,21.866,21.935,22.093,21.952,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:02.207,21.861,21.931,22.088,21.948,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:03.207,21.856,21.926,22.084,21.944,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:04.207,21.852,21.922,22.082,21.939,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:05.208,21.848,21.918,22.077,21.934,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:06.208,21.846,21.916,22.074,21.93,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:07.209,21.843,21.913,22.069,21.928,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:08.209,21.841,21.911,22.065,21.924,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:09.209,21.839,21.908,22.063,21.92,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:10.210,21.836,21.904,22.058,21.916,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:11.210,21.831,21.898,22.054,21.912,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:12.211,21.826,21.893,22.049,21.909,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:13.211,21.819,21.888,22.045,21.905,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:14.212,21.813,21.883,22.043,21.9,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:15.212,21.807,21.876,22.039,21.893,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:16.213,21.802,21.871,22.035,21.889,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:17.213,21.797,21.866,22.03,21.884,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:18.213,21.791,21.86,22.026,21.879,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:19.214,21.787,21.856,22.022,21.874,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:20.214,21.784,21.852,22.018,21.869,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:21.214,21.781,21.848,22.014,21.864,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:22.215,21.778,21.845,22.011,21.859,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:23.215,21.775,21.842,22.005,21.856,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:24.216,21.771,21.838,21.998,21.853,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:25.217,21.767,21.834,21.993,21.849,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:26.217,21.764,21.832,21.988,21.845,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:27.218,21.761,21.828,21.982,21.841,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:28.218,21.757,21.824,21.976,21.837,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:29.219,21.753,21.822,21.971,21.833,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:30.219,21.748,21.819,21.966,21.831,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:31.220,21.744,21.815,21.961,21.825,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:32.220,21.741,21.811,21.957,21.82,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:33.221,21.737,21.808,21.954,21.817,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:34.221,21.734,21.804,21.951,21.813,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:35.222,21.73,21.8,21.946,21.809,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:36.223,21.727,21.797,21.942,21.805,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:37.223,21.724,21.795,21.938,21.803,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:38.223,21.72,21.791,21.933,21.798,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:39.224,21.716,21.787,21.926,21.793,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:40.224,21.712,21.783,21.921,21.789,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:41.225,21.709,21.78,21.919,21.786,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:42.225,21.704,21.776,21.916,21.781,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:43.225,21.701,21.771,21.914,21.777,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:44.226,21.697,21.766,21.911,21.774,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:45.226,21.692,21.761,21.907,21.769,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:46.227,21.687,21.756,21.906,21.766,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:47.227,21.683,21.751,21.902,21.761,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:48.227,21.678,21.745,21.898,21.756,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:49.228,21.674,21.741,21.893,21.752,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:50.228,21.669,21.738,21.889,21.748,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:51.228,21.665,21.735,21.885,21.744,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:52.229,21.661,21.732,21.879,21.741,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:53.229,21.658,21.729,21.875,21.737,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:54.229,21.655,21.725,21.872,21.734,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:55.229,21.654,21.721,21.868,21.731,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:56.229,21.65,21.717,21.862,21.727,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:57.230,21.647,21.716,21.859,21.723,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:58.230,21.645,21.712,21.855,21.72,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:04:59.231,21.642,21.708,21.851,21.716,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:00.232,21.637,21.704,21.85,21.712,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:01.232,21.634,21.702,21.848,21.709,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:02.232,21.631,21.699,21.844,21.705,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:03.233,21.628,21.697,21.84,21.702,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:04.233,21.624,21.693,21.836,21.699,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:05.234,21.62,21.689,21.833,21.695,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:06.234,21.617,21.687,21.828,21.693,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:07.235,21.613,21.683,21.823,21.69,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:08.235,21.609,21.679,21.819,21.685,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:09.235,21.605,21.675,21.816,21.681,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:10.236,21.601,21.67,21.811,21.677,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:11.236,21.596,21.666,21.807,21.673,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:12.237,21.593,21.663,21.802,21.669,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:13.237,21.589,21.659,21.797,21.666,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:14.237,21.585,21.656,21.793,21.662,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:15.238,21.581,21.653,21.789,21.657,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:16.238,21.577,21.648,21.785,21.654,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:17.238,21.572,21.646,21.781,21.651,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:18.238,21.568,21.642,21.776,21.647,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:19.239,21.566,21.638,21.772,21.642,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:20.239,21.562,21.634,21.767,21.64,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:21.240,21.557,21.629,21.762,21.635,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:22.241,21.553,21.626,21.759,21.631,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:23.241,21.549,21.622,21.755,21.627,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:24.242,21.544,21.616,21.75,21.622,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:25.242,21.54,21.613,21.743,21.618,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:26.243,21.538,21.609,21.739,21.614,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:27.243,21.534,21.606,21.736,21.609,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:28.244,21.53,21.603,21.731,21.605,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:29.244,21.526,21.599,21.727,21.601,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:30.245,21.521,21.596,21.722,21.599,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:31.245,21.519,21.594,21.719,21.594,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:32.246,21.515,21.589,21.715,21.589,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:33.246,21.511,21.585,21.712,21.586,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:34.247,21.507,21.582,21.708,21.584,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:35.247,21.503,21.578,21.703,21.58,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:36.247,21.499,21.574,21.699,21.576,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:37.248,21.496,21.571,21.694,21.572,uploaded:Log_192.168.77.10_2025_08_15.txt
2025-08-15 20:05:38.248,21.492,21.568,21.691,21.567,uploaded:Log_192.168.77.10_2025_08_15.txt
